VEC-00001 | 0.0100 | -0.1518 | 0.0100 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02617 | -0.2874 | -0.0276 | -0.0276 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02618 | -0.0198 | 0.1400 | 0.1400 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02619 | -0.0295 | 0.3480 | 0.3480 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02620 | 0.3215 | 0.0234 | 0.3215 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02621 | 0.3593 | 0.1494 | 0.3593 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02622 | -0.1196 | 0.3564 | 0.3564 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02623 | 0.4744 | -0.5387 | 0.4744 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02624 | -0.0062 | 0.2564 | 0.2564 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02625 | 0.2195 | -0.4231 | 0.2195 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02626 | -0.1676 | 0.2832 | 0.2832 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02627 | -0.1768 | -0.1539 | -0.1539 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02628 | -0.1937 | 0.1382 | 0.1382 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02629 | 0.3156 | -0.2707 | 0.3156 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02630 | -0.4991 | 0.0833 | 0.0833 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02631 | 0.4856 | 0.2048 | 0.4856 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02632 | 0.1216 | -0.1728 | 0.1216 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02633 | 0.3463 | -0.2858 | 0.3463 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02634 | -0.0656 | -0.3404 | -0.0656 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02635 | -0.4757 | -0.2789 | -0.2789 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02636 | 0.1107 | 0.2184 | 0.2184 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02637 | -0.3115 | 0.3465 | 0.3465 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02638 | 0.0344 | -0.1468 | 0.0344 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02639 | -0.7911 | 0.7160 | 0.7160 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02640 | -0.0958 | -0.4569 | -0.0958 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02641 | 0.2082 | 0.0569 | 0.2082 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02642 | -0.0334 | 0.1910 | 0.1910 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02643 | 0.5334 | -0.8992 | 0.5334 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02644 | 0.5998 | -0.0952 | 0.5998 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02645 | 0.0320 | 0.1935 | 0.1935 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02646 | -0.3513 | 0.0694 | 0.0694 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02647 | -0.0554 | 0.4910 | 0.4910 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02648 | -0.3582 | -0.1537 | -0.1537 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02649 | -0.3276 | -0.1049 | -0.1049 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02650 | 0.3197 | 0.0581 | 0.3197 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02651 | -0.4111 | 0.5241 | 0.5241 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02652 | -0.3896 | 0.3117 | 0.3117 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02653 | 0.1782 | 0.5416 | 0.5416 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02654 | -0.2446 | -0.0900 | -0.0900 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02655 | 0.4984 | -0.5313 | 0.4984 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02656 | -0.0022 | 0.0153 | 0.0153 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02657 | -0.5420 | 0.0438 | 0.0438 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02658 | -0.5154 | 0.7429 | 0.7429 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02659 | 0.2873 | -0.2761 | 0.2873 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02660 | 0.2758 | -0.5586 | 0.2758 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02661 | -0.2987 | 0.7045 | 0.7045 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02662 | -0.5162 | 0.5466 | 0.5466 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02663 | -0.0371 | 0.3589 | 0.3589 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02664 | 0.4297 | -0.3882 | 0.4297 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02665 | -0.0674 | 0.2888 | 0.2888 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02666 | -0.1415 | 0.5411 | 0.5411 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02667 | 0.1488 | -0.2450 | 0.1488 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02668 | -0.4702 | 0.0383 | 0.0383 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02669 | 0.2873 | 0.1090 | 0.2873 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02670 | 0.4336 | -0.7635 | 0.4336 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02671 | -0.0076 | -0.3074 | -0.0076 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02672 | -0.4994 | 0.3682 | 0.3682 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02673 | -0.2844 | 0.2103 | 0.2103 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02674 | -0.0718 | 0.0557 | 0.0557 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02675 | 0.4914 | -0.1069 | 0.4914 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02676 | -0.0009 | 0.1580 | 0.1580 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02677 | 0.4331 | -0.3832 | 0.4331 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02678 | 0.1934 | -0.2865 | 0.1934 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02679 | 0.1271 | 0.0191 | 0.1271 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02680 | -0.0877 | -0.3729 | -0.0877 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02681 | -0.4506 | 0.5563 | 0.5563 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02682 | -0.3074 | 0.5434 | 0.5434 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02683 | 0.0557 | 0.5706 | 0.5706 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02684 | 0.1424 | -0.6379 | 0.1424 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02685 | 0.1351 | -0.4543 | 0.1351 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02686 | -0.0450 | 0.0409 | 0.0409 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02687 | 0.1575 | 0.4042 | 0.4042 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02688 | -0.3358 | 0.2800 | 0.2800 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02689 | 0.3248 | -0.1899 | 0.3248 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02690 | -0.3819 | -0.0669 | -0.0669 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02691 | 0.1457 | -0.3185 | 0.1457 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02692 | -0.0766 | -0.2384 | -0.0766 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02693 | -0.2688 | 0.4772 | 0.4772 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02694 | 0.4244 | 0.1554 | 0.4244 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02695 | -0.5896 | 0.3474 | 0.3474 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02696 | -0.4023 | 0.0116 | 0.0116 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02697 | 0.2670 | -0.2610 | 0.2670 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02698 | 0.5632 | -0.6681 | 0.5632 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02699 | -0.5674 | 0.4009 | 0.4009 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02700 | 0.3619 | 0.4614 | 0.4614 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02701 | 0.2536 | -0.1359 | 0.2536 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02702 | -0.6240 | 0.8795 | 0.8795 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02703 | -0.6782 | 0.2440 | 0.2440 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02704 | -0.0370 | 0.6849 | 0.6849 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02705 | -0.4859 | 0.0864 | 0.0864 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02706 | -0.0853 | 0.1514 | 0.1514 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02707 | 0.1955 | -0.1758 | 0.1955 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02708 | -0.4075 | 0.3029 | 0.3029 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02709 | -0.2734 | 0.4569 | 0.4569 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02710 | -0.5207 | 0.4960 | 0.4960 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02711 | 0.2613 | -0.4310 | 0.2613 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02712 | -0.0467 | 0.1569 | 0.1569 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02713 | -0.2471 | 0.5151 | 0.5151 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02714 | 0.3412 | 0.2443 | 0.3412 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02715 | -0.1522 | 0.0182 | 0.0182 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02716 | -0.1637 | 0.1752 | 0.1752 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02717 | -0.1728 | 0.5566 | 0.5566 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02718 | -0.3818 | -0.2894 | -0.2894 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02719 | -0.1512 | -0.3820 | -0.1512 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02720 | 0.3506 | -0.6879 | 0.3506 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02721 | 0.3553 | 0.1747 | 0.3553 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02722 | 0.0638 | -0.2371 | 0.0638 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02723 | 0.2612 | -0.1023 | 0.2612 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02724 | 0.2818 | 0.0538 | 0.2818 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02725 | -0.2921 | 0.5875 | 0.5875 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02726 | -0.3967 | -0.0849 | -0.0849 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02727 | -0.4782 | -0.1363 | -0.1363 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02728 | -0.5508 | 0.6002 | 0.6002 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02729 | -0.1403 | -0.0679 | -0.0679 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02730 | 0.2948 | 0.1618 | 0.2948 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02731 | 0.6623 | -0.4121 | 0.6623 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02732 | 0.0075 | -0.2508 | 0.0075 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02733 | 0.3193 | -0.2438 | 0.3193 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02734 | 0.3906 | -0.3667 | 0.3906 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02735 | -0.1115 | 0.1811 | 0.1811 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02736 | -0.2495 | 0.6356 | 0.6356 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02737 | 0.5349 | -0.0886 | 0.5349 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02738 | -0.4013 | 0.0206 | 0.0206 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02739 | 0.0430 | -0.1976 | 0.0430 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02740 | 0.1680 | 0.2379 | 0.2379 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02741 | 0.3606 | -0.6335 | 0.3606 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02742 | -0.7084 | 0.8368 | 0.8368 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02743 | -0.6391 | 0.8334 | 0.8334 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02744 | 0.1001 | 0.3013 | 0.3013 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02745 | 0.8057 | -0.2959 | 0.8057 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02746 | 0.0883 | -0.0029 | 0.0883 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02747 | 0.7151 | -0.2454 | 0.7151 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02748 | -0.4385 | 0.3619 | 0.3619 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02749 | 0.1071 | 0.3482 | 0.3482 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02750 | -0.0474 | 0.1383 | 0.1383 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02751 | 0.0379 | 0.2192 | 0.2192 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02752 | 0.2641 | 0.0580 | 0.2641 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02753 | 0.5982 | -0.1552 | 0.5982 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02754 | 0.0510 | -0.1821 | 0.0510 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02755 | 0.3886 | 0.0039 | 0.3886 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02756 | 0.3566 | -0.4700 | 0.3566 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02757 | -0.0124 | 0.1316 | 0.1316 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02758 | 0.1700 | -0.3284 | 0.1700 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02759 | 0.3853 | -0.0682 | 0.3853 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02760 | -0.5219 | 0.6050 | 0.6050 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02761 | 0.2978 | -0.2339 | 0.2978 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02762 | -0.2521 | 0.5744 | 0.5744 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02763 | -0.0878 | -0.1128 | -0.0878 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02764 | -0.0911 | -0.2730 | -0.0911 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02765 | 0.3657 | 0.4494 | 0.4494 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02766 | 0.2064 | -0.0167 | 0.2064 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02767 | -0.0795 | -0.1682 | -0.0795 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02768 | -0.2805 | 0.1726 | 0.1726 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02769 | 0.5112 | -0.2522 | 0.5112 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02770 | 0.4055 | 0.0084 | 0.4055 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02771 | -0.5384 | 0.1527 | 0.1527 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02772 | -0.5086 | 0.2679 | 0.2679 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02773 | 0.2317 | -0.1560 | 0.2317 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02774 | 0.4916 | -0.5284 | 0.4916 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02775 | -0.9264 | 0.4339 | 0.4339 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02776 | -0.4679 | 0.0485 | 0.0485 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02777 | -0.0981 | 0.3091 | 0.3091 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02778 | -0.2461 | 0.2288 | 0.2288 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02779 | 0.0977 | -0.0498 | 0.0977 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02780 | 0.1868 | 0.0535 | 0.1868 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02781 | 0.3293 | 0.1228 | 0.3293 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02782 | 0.0772 | -0.2408 | 0.0772 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02783 | 0.1665 | -0.4104 | 0.1665 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02784 | -0.0527 | 0.5337 | 0.5337 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02785 | 0.1500 | 0.4005 | 0.4005 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02786 | 0.4277 | 0.3654 | 0.4277 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02787 | -0.0863 | -0.3634 | -0.0863 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02788 | 0.0703 | 0.0343 | 0.0703 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02789 | 0.4733 | -0.2597 | 0.4733 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02790 | -0.0141 | 0.2537 | 0.2537 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02791 | 0.3242 | -0.1567 | 0.3242 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02792 | 0.0840 | 0.3340 | 0.3340 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02793 | -0.0694 | 0.3732 | 0.3732 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02794 | -0.3449 | -0.1826 | -0.1826 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02795 | 0.2888 | 0.0005 | 0.2888 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-02796 | 0.2125 | 0.3262 | 0.3262 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02797 | 0.1583 | 0.1560 | 0.1583 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-02798 | -0.2371 | 0.3041 | 0.3041 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-02799 | 0.1105 | -0.4417 | 0.1105 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
